"category","model","language","type","version","mean_similarity"
"V:ADJ","BERT","Spanish","Derivation (different category)","Shuffled",0.647103178544328
"V:ADJ","FastText","Polish","Derivation (different category)","Shuffled",0.163066581756719
"V:ADJ","FastText","Spanish","Derivation (different category)","Shuffled",0.147469160856503
"V:ADJ","Word2Vec","Polish","Derivation (different category)","Shuffled",0.155811914933266
"V:ADJ","Word2Vec","Spanish","Derivation (different category)","Shuffled",0.231825026055559
"V:ADV","BERT","Polish","Derivation (different category)","Shuffled",0.7458307
"V:ADV","BERT","Spanish","Derivation (different category)","Shuffled",0.642400976590909
"V:ADV","FastText","Polish","Derivation (different category)","Shuffled",0.140653107949382
"V:ADV","FastText","Spanish","Derivation (different category)","Shuffled",0.139527034150198
"V:ADV","Word2Vec","Polish","Derivation (different category)","Shuffled",0.176706723695114
"V:ADV","Word2Vec","Spanish","Derivation (different category)","Shuffled",0.266008474212488
"V:N","BERT","Polish","Derivation (different category)","Shuffled",0.589499577602414
"V:N","BERT","Spanish","Derivation (different category)","Shuffled",0.644673737379471
"V:N","FastText","Polish","Derivation (different category)","Shuffled",0.133033939178309
"V:N","FastText","Spanish","Derivation (different category)","Shuffled",0.134957893843184
"V:N","Word2Vec","Polish","Derivation (different category)","Shuffled",0.136370827679226
"V:N","Word2Vec","Spanish","Derivation (different category)","Shuffled",0.215329701622607
"V:V","BERT","Polish","Derivation (same category)","Shuffled",0.581880908551318
"V:V","BERT","Spanish","Derivation (same category)","Shuffled",0.652035018197168
"V:V","FastText","Polish","Derivation (same category)","Shuffled",0.16472408720874
"V:V","FastText","Spanish","Derivation (same category)","Shuffled",0.160090436340906
"V:V","Word2Vec","Polish","Derivation (same category)","Shuffled",0.166856628478919
"V:V","Word2Vec","Spanish","Derivation (same category)","Shuffled",0.237501488194107
"V;FUT;1;PL","BERT","Polish","Inflection","Shuffled",0.576878832582938
"V;FUT;1;PL","FastText","Polish","Inflection","Shuffled",0.194102507166388
"V;FUT;1;PL","Word2Vec","Polish","Inflection","Shuffled",0.197212299537872
"V;FUT;1;PL;MASC;HUM","BERT","Polish","Inflection","Shuffled",0.575925758353345
"V;FUT;1;PL;MASC;HUM","FastText","Polish","Inflection","Shuffled",0.188030558224803
"V;FUT;1;SG","BERT","Polish","Inflection","Shuffled",0.60668324137931
"V;FUT;1;SG","FastText","Polish","Inflection","Shuffled",0.194123289477358
"V;FUT;1;SG","Word2Vec","Polish","Inflection","Shuffled",0.205698215599449
"V;FUT;1;SG;FEM","BERT","Polish","Inflection","Shuffled",0.5508113467753
"V;FUT;1;SG;FEM","FastText","Polish","Inflection","Shuffled",0.239117212069557
"V;FUT;1;SG;MASC","BERT","Polish","Inflection","Shuffled",0.563864531372213
"V;FUT;1;SG;MASC","FastText","Polish","Inflection","Shuffled",0.240086992974262
"V;FUT;2;PL","BERT","Polish","Inflection","Shuffled",0.58922375950237
"V;FUT;2;PL","FastText","Polish","Inflection","Shuffled",0.207318906793508
"V;FUT;2;PL","Word2Vec","Polish","Inflection","Shuffled",0.224521976582066
"V;FUT;2;PL;MASC;HUM","BERT","Polish","Inflection","Shuffled",0.589761640891938
"V;FUT;2;PL;MASC;HUM","FastText","Polish","Inflection","Shuffled",0.209096871984368
"V;FUT;2;SG","BERT","Polish","Inflection","Shuffled",0.589964516283525
"V;FUT;2;SG","FastText","Polish","Inflection","Shuffled",0.197603106860803
"V;FUT;2;SG","Word2Vec","Polish","Inflection","Shuffled",0.216490888124934
"V;FUT;2;SG;FEM","BERT","Polish","Inflection","Shuffled",0.549596152692967
"V;FUT;2;SG;FEM","FastText","Polish","Inflection","Shuffled",0.219622458738291
"V;FUT;2;SG;MASC","BERT","Polish","Inflection","Shuffled",0.56067625373928
"V;FUT;2;SG;MASC","FastText","Polish","Inflection","Shuffled",0.210257316318097
"V;FUT;3;PL","BERT","Polish","Inflection","Shuffled",0.569848029976303
"V;FUT;3;PL","FastText","Polish","Inflection","Shuffled",0.222131007772588
"V;FUT;3;PL","Word2Vec","Polish","Inflection","Shuffled",0.200505386320148
"V;FUT;3;PL;MASC;HUM","BERT","Polish","Inflection","Shuffled",0.574536508216123
"V;FUT;3;PL;MASC;HUM","FastText","Polish","Inflection","Shuffled",0.224963274069482
"V;FUT;3;SG","BERT","Polish","Inflection","Shuffled",0.623641968544061
"V;FUT;3;SG","FastText","Polish","Inflection","Shuffled",0.18079308099623
"V;FUT;3;SG","Word2Vec","Polish","Inflection","Shuffled",0.173866840639907
"V;FUT;3;SG;FEM","BERT","Polish","Inflection","Shuffled",0.547370153602058
"V;FUT;3;SG;FEM","FastText","Polish","Inflection","Shuffled",0.222377572020115
"V;FUT;3;SG;MASC","BERT","Polish","Inflection","Shuffled",0.554113153876501
"V;FUT;3;SG;MASC","FastText","Polish","Inflection","Shuffled",0.220780930745122
"V;FUT;3;SG;NEUT","BERT","Polish","Inflection","Shuffled",0.531037299897084
"V;FUT;3;SG;NEUT","FastText","Polish","Inflection","Shuffled",0.210050724941207
"V;IND;FUT;1;PL","BERT","Spanish","Inflection","Shuffled",0.681026107999405
"V;IND;FUT;1;PL","FastText","Spanish","Inflection","Shuffled",0.209901369554902
"V;IND;FUT;1;PL","Word2Vec","Spanish","Inflection","Shuffled",0.325257335613614
"V;IND;FUT;1;SG","BERT","Spanish","Inflection","Shuffled",0.702072472086866
"V;IND;FUT;1;SG","FastText","Spanish","Inflection","Shuffled",0.201342728904962
"V;IND;FUT;1;SG","Word2Vec","Spanish","Inflection","Shuffled",0.357811095619773
"V;IND;FUT;2;PL","BERT","Spanish","Inflection","Shuffled",0.689806433737915
"V;IND;FUT;2;PL","FastText","Spanish","Inflection","Shuffled",0.190335397597695
"V;IND;FUT;2;PL","Word2Vec","Spanish","Inflection","Shuffled",0.394724372875421
"V;IND;FUT;2;SG;INFM","BERT","Spanish","Inflection","Shuffled",0.692574118423323
"V;IND;FUT;2;SG;INFM","FastText","Spanish","Inflection","Shuffled",0.192163297036173
"V;IND;FUT;2;SG;INFM","Word2Vec","Spanish","Inflection","Shuffled",0.38136968942707
"V;IND;FUT;3;PL","BERT","Spanish","Inflection","Shuffled",0.680731784251114
"V;IND;FUT;3;PL","FastText","Spanish","Inflection","Shuffled",0.187822728809349
"V;IND;FUT;3;PL","Word2Vec","Spanish","Inflection","Shuffled",0.288092596305173
"V;IND;FUT;3;SG","BERT","Spanish","Inflection","Shuffled",0.67730965131997
"V;IND;FUT;3;SG","FastText","Spanish","Inflection","Shuffled",0.176545448767528
"V;IND;FUT;3;SG","Word2Vec","Spanish","Inflection","Shuffled",0.289665885394884
"V;IND;PRS;1;PL","BERT","Spanish","Inflection","Shuffled",0.670000827956541
"V;IND;PRS;1;PL","FastText","Spanish","Inflection","Shuffled",0.19218985086001
"V;IND;PRS;1;PL","Word2Vec","Spanish","Inflection","Shuffled",0.330433991834497
"V;IND;PRS;1;SG","BERT","Spanish","Inflection","Shuffled",0.655353474229003
"V;IND;PRS;1;SG","FastText","Spanish","Inflection","Shuffled",0.165541621840616
"V;IND;PRS;1;SG","Word2Vec","Spanish","Inflection","Shuffled",0.286351248025633
"V;IND;PRS;2;PL","BERT","Spanish","Inflection","Shuffled",0.669130084929532
"V;IND;PRS;2;PL","FastText","Spanish","Inflection","Shuffled",0.192577824025787
"V;IND;PRS;2;PL","Word2Vec","Spanish","Inflection","Shuffled",0.404820981375747
"V;IND;PRS;2;SG;INFM","BERT","Spanish","Inflection","Shuffled",0.656889068102298
"V;IND;PRS;2;SG;INFM","FastText","Spanish","Inflection","Shuffled",0.170542106367639
"V;IND;PRS;2;SG;INFM","Word2Vec","Spanish","Inflection","Shuffled",0.293625096948738
"V;IND;PRS;3;PL","BERT","Spanish","Inflection","Shuffled",0.666071135973622
"V;IND;PRS;3;PL","FastText","Spanish","Inflection","Shuffled",0.166420401127376
"V;IND;PRS;3;PL","Word2Vec","Spanish","Inflection","Shuffled",0.286712596864047
"V;IND;PRS;3;SG","BERT","Spanish","Inflection","Shuffled",0.653121755781759
"V;IND;PRS;3;SG","FastText","Spanish","Inflection","Shuffled",0.148775140859992
"V;IND;PRS;3;SG","Word2Vec","Spanish","Inflection","Shuffled",0.270751671323148
"V;IND;PST;IPFV;1;PL","BERT","Spanish","Inflection","Shuffled",0.668418730383986
"V;IND;PST;IPFV;1;PL","FastText","Spanish","Inflection","Shuffled",0.191643651006561
"V;IND;PST;IPFV;1;PL","Word2Vec","Spanish","Inflection","Shuffled",0.387990174050324
"V;IND;PST;IPFV;1;SG","BERT","Spanish","Inflection","Shuffled",0.669470919435928
"V;IND;PST;IPFV;1;SG","FastText","Spanish","Inflection","Shuffled",0.162039869215996
"V;IND;PST;IPFV;1;SG","Word2Vec","Spanish","Inflection","Shuffled",0.303837874455879
"V;IND;PST;IPFV;2;PL","BERT","Spanish","Inflection","Shuffled",0.67659339175919
"V;IND;PST;IPFV;2;PL","FastText","Spanish","Inflection","Shuffled",0.191011643091463
"V;IND;PST;IPFV;2;PL","Word2Vec","Spanish","Inflection","Shuffled",0.38576433097254
"V;IND;PST;IPFV;2;SG;INFM","BERT","Spanish","Inflection","Shuffled",0.667855076506921
"V;IND;PST;IPFV;2;SG;INFM","FastText","Spanish","Inflection","Shuffled",0.191577316671312
"V;IND;PST;IPFV;2;SG;INFM","Word2Vec","Spanish","Inflection","Shuffled",0.395677074234713
"V;IND;PST;IPFV;3;PL","BERT","Spanish","Inflection","Shuffled",0.666809486962534
"V;IND;PST;IPFV;3;PL","FastText","Spanish","Inflection","Shuffled",0.172181943858034
"V;IND;PST;IPFV;3;PL","Word2Vec","Spanish","Inflection","Shuffled",0.302117472886286
"V;IND;PST;IPFV;3;SG","BERT","Spanish","Inflection","Shuffled",0.667998142385975
"V;IND;PST;IPFV;3;SG","FastText","Spanish","Inflection","Shuffled",0.162346827837787
"V;IND;PST;IPFV;3;SG","Word2Vec","Spanish","Inflection","Shuffled",0.302761906229682
"V;PRS;1;PL","BERT","Polish","Inflection","Shuffled",0.614177224768439
"V;PRS;1;PL","FastText","Polish","Inflection","Shuffled",0.189070727932215
"V;PRS;1;PL","Word2Vec","Polish","Inflection","Shuffled",0.180593405518931
"V;PRS;1;SG","BERT","Polish","Inflection","Shuffled",0.619600089433962
"V;PRS;1;SG","FastText","Polish","Inflection","Shuffled",0.183224275568019
"V;PRS;1;SG","Word2Vec","Polish","Inflection","Shuffled",0.192497442535987
"V;PRS;2;PL","BERT","Polish","Inflection","Shuffled",0.615283124631218
"V;PRS;2;PL","FastText","Polish","Inflection","Shuffled",0.194616736796511
"V;PRS;2;PL","Word2Vec","Polish","Inflection","Shuffled",0.212912470365671
"V;PRS;2;SG","BERT","Polish","Inflection","Shuffled",0.605327040651801
"V;PRS;2;SG","FastText","Polish","Inflection","Shuffled",0.184866481344118
"V;PRS;2;SG","Word2Vec","Polish","Inflection","Shuffled",0.201496165334119
"V;PRS;3;PL","BERT","Polish","Inflection","Shuffled",0.630691191749571
"V;PRS;3;PL","FastText","Polish","Inflection","Shuffled",0.191566714874487
"V;PRS;3;PL","Word2Vec","Polish","Inflection","Shuffled",0.175914680847415
"V;PRS;3;SG","BERT","Polish","Inflection","Shuffled",0.644912822212693
"V;PRS;3;SG","FastText","Polish","Inflection","Shuffled",0.168665904630228
"V;PRS;3;SG","Word2Vec","Polish","Inflection","Shuffled",0.153635980007186
"V;PST;1;PL","BERT","Polish","Inflection","Shuffled",0.572379945023697
"V;PST;1;PL","FastText","Polish","Inflection","Shuffled",0.203686379457805
"V;PST;1;PL;MASC;HUM","BERT","Polish","Inflection","Shuffled",0.603034817109005
"V;PST;1;PL;MASC;HUM","FastText","Polish","Inflection","Shuffled",0.194153817615347
"V;PST;1;SG;FEM","BERT","Polish","Inflection","Shuffled",0.603975995746445
"V;PST;1;SG;FEM","FastText","Polish","Inflection","Shuffled",0.190911486666033
"V;PST;1;SG;FEM","Word2Vec","Polish","Inflection","Shuffled",0.136088947866426
"V;PST;1;SG;MASC","BERT","Polish","Inflection","Shuffled",0.621150467132701
"V;PST;1;SG;MASC","FastText","Polish","Inflection","Shuffled",0.19703144987338
"V;PST;1;SG;MASC","Word2Vec","Polish","Inflection","Shuffled",0.275831920401676
"V;PST;2;PL","BERT","Polish","Inflection","Shuffled",0.573655242725118
"V;PST;2;PL","FastText","Polish","Inflection","Shuffled",0.194091530109628
"V;PST;2;PL;MASC;HUM","BERT","Polish","Inflection","Shuffled",0.602324863625592
"V;PST;2;PL;MASC;HUM","FastText","Polish","Inflection","Shuffled",0.194465043989572
"V;PST;2;SG;FEM","BERT","Polish","Inflection","Shuffled",0.582217735438389
"V;PST;2;SG;FEM","FastText","Polish","Inflection","Shuffled",0.193199329484226
"V;PST;2;SG;MASC","BERT","Polish","Inflection","Shuffled",0.600541275604265
"V;PST;2;SG;MASC","FastText","Polish","Inflection","Shuffled",0.19061110487642
"V;PST;2;SG;MASC","Word2Vec","Polish","Inflection","Shuffled",0.228587126961308
"V;PST;3;PL","BERT","Polish","Inflection","Shuffled",0.597800483566351
"V;PST;3;PL","FastText","Polish","Inflection","Shuffled",0.206677119422215
"V;PST;3;PL","Word2Vec","Polish","Inflection","Shuffled",0.177849437633392
"V;PST;3;PL;MASC;HUM","BERT","Polish","Inflection","Shuffled",0.628196653234597
"V;PST;3;PL;MASC;HUM","FastText","Polish","Inflection","Shuffled",0.200300782834094
"V;PST;3;PL;MASC;HUM","Word2Vec","Polish","Inflection","Shuffled",0.177695745209585
"V;PST;3;SG;FEM","BERT","Polish","Inflection","Shuffled",0.615580095154028
"V;PST;3;SG;FEM","FastText","Polish","Inflection","Shuffled",0.188340460472319
"V;PST;3;SG;FEM","Word2Vec","Polish","Inflection","Shuffled",0.162825671307598
"V;PST;3;SG;MASC","BERT","Polish","Inflection","Shuffled",0.624072153400474
"V;PST;3;SG;MASC","FastText","Polish","Inflection","Shuffled",0.18779564879426
"V;PST;3;SG;MASC","Word2Vec","Polish","Inflection","Shuffled",0.170414194937878
"V;PST;3;SG;NEUT","BERT","Polish","Inflection","Shuffled",0.600084098661137
"V;PST;3;SG;NEUT","FastText","Polish","Inflection","Shuffled",0.194717860295779
"V;PST;3;SG;NEUT","Word2Vec","Polish","Inflection","Shuffled",0.175943052423696
